SALE_DATE;CUSTOMER_NR;PRODUCT_NR;CASH_POINT_NR;QTY;AMOUNT;CASH_OR_PLASTIC;CASHIER_EMP_NR;DISPLAY_PROD_CAT_NR;EXTRACT_DATE
2025-11-25;517;P00000329;50;7;130.2;P;51;26;"2022-11-06 00:00:00.000000"
2025-11-25;517;P00000329;50;7;130.2;P;51;26;"2022-11-06 00:00:00.000000"
2025-11-25;474;P00000329;71;4;49.2;C;48;65;"2022-11-06 00:00:00.000000"
2025-11-25;474;P00000329;71;4;49.2;C;48;65;"2022-11-06 00:00:00.000000"
2025-11-25;436;P00000329;92;1;6;C;46;86;"2022-11-06 00:00:00.000000"
2025-11-25;436;P00000329;92;1;6;C;46;86;"2022-11-06 00:00:00.000000"
2025-11-25;398;P00000329;15;13;295.1;P;44;47;"2022-11-06 00:00:00.000000"
2025-11-25;398;P00000329;15;13;295.1;P;44;47;"2022-11-06 00:00:00.000000"
2025-11-25;360;P00000329;36;10;164;C;42;79;"2022-11-06 00:00:00.000000"
2025-11-25;360;P00000329;36;10;164;C;42;79;"2022-11-06 00:00:00.000000"
2025-11-25;322;P00000329;57;7;70.7;C;40;42;"2022-11-06 00:00:00.000000"
2025-11-25;322;P00000329;57;7;70.7;C;40;42;"2022-11-06 00:00:00.000000"
2025-11-25;284;P00000329;78;4;15.2;P;38;112;"2022-11-06 00:00:00.000000"
2025-11-25;284;P00000329;78;4;15.2;P;38;112;"2022-11-06 00:00:00.000000"
2025-11-25;246;P00000329;101;1;20.5;C;36;27;"2022-11-06 00:00:00.000000"
2025-11-25;246;P00000329;101;1;20.5;C;36;27;"2022-11-06 00:00:00.000000"
2025-11-25;208;P00000329;22;13;184.6;C;34;113;"2022-11-06 00:00:00.000000"
2025-11-25;208;P00000329;22;13;184.6;C;34;113;"2022-11-06 00:00:00.000000"
2025-11-25;170;P00000329;43;10;79;P;32;13;"2022-11-06 00:00:00.000000"
2025-11-25;170;P00000329;43;10;79;P;32;13;"2022-11-06 00:00:00.000000"
2025-11-25;132;P00000329;64;7;11.2;C;30;36;"2022-11-06 00:00:00.000000"
2025-11-25;132;P00000329;64;7;11.2;C;30;36;"2022-11-06 00:00:00.000000"
2025-11-25;94;P00000329;85;4;73.2;C;28;31;"2022-11-06 00:00:00.000000"
2025-11-25;94;P00000329;85;4;73.2;C;28;31;"2022-11-06 00:00:00.000000"
2025-11-25;56;P00000329;108;1;12;P;26;56;"2022-11-06 00:00:00.000000"
2025-11-25;56;P00000329;108;1;12;P;26;56;"2022-11-06 00:00:00.000000"
2025-11-25;518;P00000329;29;13;74.1;C;24;17;"2022-11-06 00:00:00.000000"
2025-11-25;518;P00000329;29;13;74.1;C;24;17;"2022-11-06 00:00:00.000000"
2025-11-25;475;P00000329;50;10;224;C;22;98;"2022-11-06 00:00:00.000000"
2025-11-25;475;P00000329;50;10;224;C;22;98;"2022-11-06 00:00:00.000000"
2025-11-25;437;P00000328;71;7;112.7;P;20;29;"2022-11-06 00:00:00.000000"
2025-11-25;437;P00000328;71;7;112.7;P;20;29;"2022-11-06 00:00:00.000000"
2025-11-25;399;P00000328;92;4;39.2;C;18;16;"2022-11-06 00:00:00.000000"
2025-11-25;399;P00000328;92;4;39.2;C;18;16;"2022-11-06 00:00:00.000000"
2025-11-25;361;P00000328;15;1;3.5;C;16;66;"2022-11-06 00:00:00.000000"
2025-11-25;361;P00000328;15;1;3.5;C;16;66;"2022-11-06 00:00:00.000000"
2025-11-25;323;P00000328;36;13;262.6;P;14;76;"2022-11-06 00:00:00.000000"
2025-11-25;323;P00000328;36;13;262.6;P;14;76;"2022-11-06 00:00:00.000000"
2025-11-25;285;P00000328;57;10;139;C;12;74;"2022-11-06 00:00:00.000000"
2025-11-25;285;P00000328;57;10;139;C;12;74;"2022-11-06 00:00:00.000000"
2025-11-25;247;P00000328;78;7;53.2;C;10;48;"2022-11-06 00:00:00.000000"
2025-11-25;247;P00000328;78;7;53.2;C;10;48;"2022-11-06 00:00:00.000000"
2025-11-25;209;P00000328;101;4;5.2;P;8;82;"2022-11-06 00:00:00.000000"
2025-11-25;209;P00000328;101;4;5.2;P;8;82;"2022-11-06 00:00:00.000000"
2020-09-22;249;P00000337;92;13;165.1;C;18;17;"2022-11-03 00:00:00.000000"
2020-09-22;249;P00000337;92;13;165.1;C;18;17;"2022-11-03 00:00:00.000000"
2020-09-22;211;P00000337;15;10;64;C;16;98;"2022-11-03 00:00:00.000000"
2020-09-22;211;P00000337;15;10;64;C;16;98;"2022-11-03 00:00:00.000000"
2024-03-05;102;P00000331;101;10;174;P;36;16;"2022-11-05 00:00:00.000000"
2024-03-05;102;P00000331;101;10;174;P;36;16;"2022-11-05 00:00:00.000000"
2024-03-05;64;P00000331;22;7;77.7;C;34;66;"2022-11-05 00:00:00.000000"
2024-03-05;64;P00000331;22;7;77.7;C;34;66;"2022-11-05 00:00:00.000000"
2024-03-05;526;P00000331;43;4;19.2;C;32;76;"2022-11-05 00:00:00.000000"
2024-03-05;526;P00000331;43;4;19.2;C;32;76;"2022-11-05 00:00:00.000000"
2024-03-05;483;P00000331;64;1;21.5;P;30;74;"2022-11-05 00:00:00.000000"
2024-03-05;483;P00000331;64;1;21.5;P;30;74;"2022-11-05 00:00:00.000000"
2024-03-05;445;P00000331;85;13;197.6;C;28;48;"2022-11-05 00:00:00.000000"
2024-03-05;445;P00000331;85;13;197.6;C;28;48;"2022-11-05 00:00:00.000000"
2024-03-05;407;P00000331;8;10;89;C;26;82;"2022-11-05 00:00:00.000000"
2024-03-05;407;P00000331;8;10;89;C;26;82;"2022-11-05 00:00:00.000000"
2024-03-05;369;P00000331;29;7;18.2;P;24;63;"2022-11-05 00:00:00.000000"
2024-03-05;369;P00000331;29;7;18.2;P;24;63;"2022-11-05 00:00:00.000000"
2024-03-05;331;P00000331;50;4;77.2;C;22;19;"2022-11-05 00:00:00.000000"
2024-03-05;331;P00000331;50;4;77.2;C;22;19;"2022-11-05 00:00:00.000000"
2024-03-05;293;P00000331;71;1;13;C;20;103;"2022-11-05 00:00:00.000000"
2024-03-05;293;P00000331;71;1;13;C;20;103;"2022-11-05 00:00:00.000000"
2024-03-05;255;P00000331;92;13;87.1;P;18;23;"2022-11-05 00:00:00.000000"
2024-03-05;255;P00000331;92;13;87.1;P;18;23;"2022-11-05 00:00:00.000000"
2024-03-05;217;P00000331;15;10;4;C;16;67;"2022-11-05 00:00:00.000000"
2024-03-05;217;P00000331;15;10;4;C;16;67;"2022-11-05 00:00:00.000000"
2024-03-05;179;P00000331;36;7;119.7;C;14;45;"2022-11-05 00:00:00.000000"
2024-03-05;179;P00000331;36;7;119.7;C;14;45;"2022-11-05 00:00:00.000000"
2024-03-05;141;P00000331;57;4;43.2;P;12;114;"2022-11-05 00:00:00.000000"
2024-03-05;141;P00000331;57;4;43.2;P;12;114;"2022-11-05 00:00:00.000000"
2024-03-05;103;P00000331;78;1;4.5;C;10;81;"2022-11-05 00:00:00.000000"
2024-03-05;103;P00000331;78;1;4.5;C;10;81;"2022-11-05 00:00:00.000000"
2024-03-05;65;P00000331;101;13;275.6;C;8;2;"2022-11-05 00:00:00.000000"
2024-03-05;65;P00000331;101;13;275.6;C;8;2;"2022-11-05 00:00:00.000000"
2024-03-05;527;P00000331;22;10;149;P;6;118;"2022-11-05 00:00:00.000000"
2024-03-05;527;P00000331;22;10;149;P;6;118;"2022-11-05 00:00:00.000000"
2024-03-05;484;P00000331;43;7;60.2;C;4;85;"2022-11-05 00:00:00.000000"
2024-03-05;484;P00000331;43;7;60.2;C;4;85;"2022-11-05 00:00:00.000000"
2024-03-05;446;P00000331;64;4;9.2;C;52;26;"2022-11-05 00:00:00.000000"
2024-03-05;446;P00000331;64;4;9.2;C;52;26;"2022-11-05 00:00:00.000000"
2024-03-05;408;P00000331;85;1;19;P;49;65;"2022-11-05 00:00:00.000000"
2024-03-05;408;P00000331;85;1;19;P;49;65;"2022-11-05 00:00:00.000000"
2024-03-05;370;P00000331;8;13;165.1;C;47;86;"2022-11-05 00:00:00.000000"
2024-03-05;370;P00000331;8;13;165.1;C;47;86;"2022-11-05 00:00:00.000000"
2024-03-05;332;P00000331;29;10;64;C;45;47;"2022-11-05 00:00:00.000000"
2024-03-05;332;P00000331;29;10;64;C;45;47;"2022-11-05 00:00:00.000000"
2024-03-05;294;P00000331;50;7;0.7;P;43;79;"2022-11-05 00:00:00.000000"
2024-03-05;294;P00000331;50;7;0.7;P;43;79;"2022-11-05 00:00:00.000000"
2024-03-05;256;P00000331;71;4;67.2;C;41;42;"2022-11-05 00:00:00.000000"
2024-03-05;256;P00000331;71;4;67.2;C;41;42;"2022-11-05 00:00:00.000000"
2024-03-05;218;P00000331;92;1;10.5;C;39;112;"2022-11-05 00:00:00.000000"
2024-03-05;218;P00000331;92;1;10.5;C;39;112;"2022-11-05 00:00:00.000000"
2024-03-05;180;P00000331;15;13;54.6;P;37;27;"2022-11-05 00:00:00.000000"
2024-03-05;180;P00000331;15;13;54.6;P;37;27;"2022-11-05 00:00:00.000000"
2024-03-05;142;P00000331;36;10;209;C;35;113;"2022-11-05 00:00:00.000000"
2024-03-05;142;P00000331;36;10;209;C;35;113;"2022-11-05 00:00:00.000000"
2024-03-05;104;P00000331;57;7;102.2;C;33;13;"2022-11-05 00:00:00.000000"
2024-03-05;104;P00000331;57;7;102.2;C;33;13;"2022-11-05 00:00:00.000000"
2024-03-05;66;P00000331;78;4;33.2;P;31;36;"2022-11-05 00:00:00.000000"
2024-03-05;66;P00000331;78;4;33.2;P;31;36;"2022-11-05 00:00:00.000000"
2024-03-05;528;P00000331;101;1;2;C;29;31;"2022-11-05 00:00:00.000000"
2024-03-05;528;P00000331;101;1;2;C;29;31;"2022-11-05 00:00:00.000000"
2024-03-05;485;P00000331;22;13;243.1;C;27;56;"2022-11-05 00:00:00.000000"
2024-03-05;485;P00000331;22;13;243.1;C;27;56;"2022-11-05 00:00:00.000000"
2024-03-05;447;P00000331;43;10;124;P;25;17;"2022-11-05 00:00:00.000000"
2024-03-05;447;P00000331;43;10;124;P;25;17;"2022-11-05 00:00:00.000000"
2024-03-05;409;P00000331;64;7;42.7;C;23;98;"2022-11-05 00:00:00.000000"
2024-03-05;409;P00000331;64;7;42.7;C;23;98;"2022-11-05 00:00:00.000000"
2024-03-05;371;P00000331;85;4;91.2;C;21;29;"2022-11-05 00:00:00.000000"
2024-03-05;371;P00000331;85;4;91.2;C;21;29;"2022-11-05 00:00:00.000000"
2024-03-05;333;P00000331;8;1;16.5;P;19;16;"2022-11-05 00:00:00.000000"
2024-03-05;333;P00000331;8;1;16.5;P;19;16;"2022-11-05 00:00:00.000000"
2024-03-05;295;P00000331;29;13;132.6;C;17;66;"2022-11-05 00:00:00.000000"
2024-03-05;295;P00000331;29;13;132.6;C;17;66;"2022-11-05 00:00:00.000000"
2024-03-05;257;P00000331;50;10;39;C;15;76;"2022-11-05 00:00:00.000000"
2024-03-05;257;P00000331;50;10;39;C;15;76;"2022-11-05 00:00:00.000000"
2024-03-05;219;P00000331;71;7;144.2;P;13;74;"2022-11-05 00:00:00.000000"
2020-09-22;77;P00000338;8;1;15.5;P;40;82;"2022-11-03 00:00:00.000000"
2020-09-22;77;P00000338;8;1;15.5;P;40;82;"2022-11-03 00:00:00.000000"
2020-09-22;39;P00000338;29;13;119.6;C;38;63;"2022-11-03 00:00:00.000000"
2020-09-22;39;P00000338;29;13;119.6;C;38;63;"2022-11-03 00:00:00.000000"
2020-09-22;501;P00000338;50;10;29;C;36;19;"2022-11-03 00:00:00.000000"
2020-09-22;501;P00000338;50;10;29;C;36;19;"2022-11-03 00:00:00.000000"
2020-09-22;458;P00000338;71;7;137.2;P;34;103;"2022-11-03 00:00:00.000000"
2020-09-22;458;P00000338;71;7;137.2;P;34;103;"2022-11-03 00:00:00.000000"
2020-09-22;420;P00000338;92;4;53.2;C;32;23;"2022-11-03 00:00:00.000000"
2020-09-22;420;P00000338;92;4;53.2;C;32;23;"2022-11-03 00:00:00.000000"
2020-09-22;382;P00000338;15;1;7;C;30;67;"2022-11-03 00:00:00.000000"
2020-09-22;382;P00000338;15;1;7;C;30;67;"2022-11-03 00:00:00.000000"
2020-09-22;344;P00000338;36;13;9.1;P;28;45;"2022-11-03 00:00:00.000000"
2020-09-22;344;P00000338;36;13;9.1;P;28;45;"2022-11-03 00:00:00.000000"
2020-09-22;306;P00000338;57;10;174;C;26;114;"2022-11-03 00:00:00.000000"
2020-09-22;306;P00000338;57;10;174;C;26;114;"2022-11-03 00:00:00.000000"
2020-09-22;268;P00000338;78;7;77.7;C;24;81;"2022-11-03 00:00:00.000000"
2020-09-22;268;P00000338;78;7;77.7;C;24;81;"2022-11-03 00:00:00.000000"
2020-09-22;230;P00000338;101;4;19.2;P;22;2;"2022-11-03 00:00:00.000000"
2020-09-22;230;P00000338;101;4;19.2;P;22;2;"2022-11-03 00:00:00.000000"
2020-09-22;192;P00000338;22;1;21.5;C;20;118;"2022-11-03 00:00:00.000000"
2020-09-22;192;P00000338;22;1;21.5;C;20;118;"2022-11-03 00:00:00.000000"
2020-09-22;154;P00000338;43;13;197.6;C;18;85;"2022-11-03 00:00:00.000000"
2020-09-22;154;P00000338;43;13;197.6;C;18;85;"2022-11-03 00:00:00.000000"
2020-09-22;116;P00000338;64;10;89;P;16;26;"2022-11-03 00:00:00.000000"
2020-09-22;116;P00000338;64;10;89;P;16;26;"2022-11-03 00:00:00.000000"
2020-09-22;78;P00000338;85;7;18.2;C;14;65;"2022-11-03 00:00:00.000000"
2020-09-22;78;P00000338;85;7;18.2;C;14;65;"2022-11-03 00:00:00.000000"
2020-09-22;40;P00000338;8;4;77.2;C;12;86;"2022-11-03 00:00:00.000000"
2020-09-22;40;P00000338;8;4;77.2;C;12;86;"2022-11-03 00:00:00.000000"
2020-09-22;502;P00000338;29;1;13;P;10;47;"2022-11-03 00:00:00.000000"
2020-09-22;502;P00000338;29;1;13;P;10;47;"2022-11-03 00:00:00.000000"
2020-09-22;459;P00000338;50;13;87.1;C;8;79;"2022-11-03 00:00:00.000000"
2020-09-22;459;P00000338;50;13;87.1;C;8;79;"2022-11-03 00:00:00.000000"
2020-09-22;421;P00000338;71;10;4;C;6;42;"2022-11-03 00:00:00.000000"
2020-09-22;421;P00000338;71;10;4;C;6;42;"2022-11-03 00:00:00.000000"
2020-09-22;383;P00000338;92;7;119.7;P;4;112;"2022-11-03 00:00:00.000000"
2020-09-22;383;P00000338;92;7;119.7;P;4;112;"2022-11-03 00:00:00.000000"
2020-09-22;345;P00000338;15;4;43.2;C;2;27;"2022-11-03 00:00:00.000000"
2020-09-22;345;P00000338;15;4;43.2;C;2;27;"2022-11-03 00:00:00.000000"
2020-09-22;307;P00000338;36;1;4.5;C;49;113;"2022-11-03 00:00:00.000000"
2020-09-22;307;P00000338;36;1;4.5;C;49;113;"2022-11-03 00:00:00.000000"
2020-09-22;269;P00000338;57;13;275.6;P;47;13;"2022-11-03 00:00:00.000000"
2020-09-22;269;P00000338;57;13;275.6;P;47;13;"2022-11-03 00:00:00.000000"
2020-09-22;231;P00000338;78;10;149;C;45;36;"2022-11-03 00:00:00.000000"
2020-09-22;231;P00000338;78;10;149;C;45;36;"2022-11-03 00:00:00.000000"
2020-09-22;193;P00000338;101;7;60.2;C;43;31;"2022-11-03 00:00:00.000000"
2020-09-22;193;P00000338;101;7;60.2;C;43;31;"2022-11-03 00:00:00.000000"
2020-09-22;155;P00000338;22;4;9.2;P;41;56;"2022-11-03 00:00:00.000000"
2020-09-22;155;P00000338;22;4;9.2;P;41;56;"2022-11-03 00:00:00.000000"
2020-09-22;117;P00000338;43;1;19;C;39;17;"2022-11-03 00:00:00.000000"
2020-09-22;117;P00000338;43;1;19;C;39;17;"2022-11-03 00:00:00.000000"
2020-09-22;79;P00000338;64;13;165.1;C;37;98;"2022-11-03 00:00:00.000000"
2020-09-22;79;P00000338;64;13;165.1;C;37;98;"2022-11-03 00:00:00.000000"
2020-09-22;41;P00000338;85;10;64;P;35;29;"2022-11-03 00:00:00.000000"
2020-09-22;41;P00000338;85;10;64;P;35;29;"2022-11-03 00:00:00.000000"
2020-09-22;503;P00000338;8;7;0.7;C;33;16;"2022-11-03 00:00:00.000000"
2020-09-22;503;P00000338;8;7;0.7;C;33;16;"2022-11-03 00:00:00.000000"
2020-09-22;460;P00000338;29;4;67.2;C;31;66;"2022-11-03 00:00:00.000000"
2020-09-22;460;P00000338;29;4;67.2;C;31;66;"2022-11-03 00:00:00.000000"
2020-09-22;422;P00000338;50;1;10.5;P;29;76;"2022-11-03 00:00:00.000000"
2020-09-22;422;P00000338;50;1;10.5;P;29;76;"2022-11-03 00:00:00.000000"
2020-09-22;384;P00000338;71;13;54.6;C;27;74;"2022-11-03 00:00:00.000000"
2020-09-22;384;P00000338;71;13;54.6;C;27;74;"2022-11-03 00:00:00.000000"
2020-09-22;346;P00000338;92;10;209;C;25;48;"2022-11-03 00:00:00.000000"
2020-09-22;346;P00000338;92;10;209;C;25;48;"2022-11-03 00:00:00.000000"
2020-09-22;308;P00000338;15;7;102.2;P;23;82;"2022-11-03 00:00:00.000000"
2020-09-22;308;P00000338;15;7;102.2;P;23;82;"2022-11-03 00:00:00.000000"
2020-09-22;270;P00000338;36;4;33.2;C;21;63;"2022-11-03 00:00:00.000000"
2020-09-22;270;P00000338;36;4;33.2;C;21;63;"2022-11-03 00:00:00.000000"
2020-09-22;232;P00000338;57;1;2;C;19;19;"2022-11-03 00:00:00.000000"
2020-09-22;232;P00000338;57;1;2;C;19;19;"2022-11-03 00:00:00.000000"
2020-09-22;194;P00000338;78;13;243.1;P;17;103;"2022-11-03 00:00:00.000000"
2020-09-22;194;P00000338;78;13;243.1;P;17;103;"2022-11-03 00:00:00.000000"
2020-09-22;156;P00000338;101;10;124;C;15;23;"2022-11-03 00:00:00.000000"
2020-09-22;156;P00000338;101;10;124;C;15;23;"2022-11-03 00:00:00.000000"
2020-09-22;118;P00000338;22;7;42.7;C;13;67;"2022-11-03 00:00:00.000000"
2020-09-22;118;P00000338;22;7;42.7;C;13;67;"2022-11-03 00:00:00.000000"
2020-09-22;80;P00000338;43;4;91.2;P;11;45;"2022-11-03 00:00:00.000000"
2020-09-22;80;P00000338;43;4;91.2;P;11;45;"2022-11-03 00:00:00.000000"
2020-09-22;42;P00000338;64;1;16.5;C;9;114;"2022-11-03 00:00:00.000000"
2020-09-22;42;P00000338;64;1;16.5;C;9;114;"2022-11-03 00:00:00.000000"
2020-09-22;504;P00000338;85;13;132.6;C;7;81;"2022-11-03 00:00:00.000000"
2020-09-22;504;P00000338;85;13;132.6;C;7;81;"2022-11-03 00:00:00.000000"
2020-09-22;461;P00000338;8;10;39;P;5;2;"2022-11-03 00:00:00.000000"
2020-09-22;461;P00000338;8;10;39;P;5;2;"2022-11-03 00:00:00.000000"
2020-09-22;423;P00000338;29;7;144.2;C;3;118;"2022-11-03 00:00:00.000000"
2020-09-22;423;P00000338;29;7;144.2;C;3;118;"2022-11-03 00:00:00.000000"
2020-09-22;385;P00000338;50;4;57.2;C;51;85;"2022-11-03 00:00:00.000000"
2020-09-22;385;P00000338;50;4;57.2;C;51;85;"2022-11-03 00:00:00.000000"
2020-09-22;347;P00000338;71;1;8;P;48;26;"2022-11-03 00:00:00.000000"
2020-09-22;347;P00000338;71;1;8;P;48;26;"2022-11-03 00:00:00.000000"
2020-09-22;309;P00000338;92;13;22.1;C;46;65;"2022-11-03 00:00:00.000000"
2020-09-22;309;P00000338;92;13;22.1;C;46;65;"2022-11-03 00:00:00.000000"
2020-09-22;271;P00000338;15;10;184;C;44;86;"2022-11-03 00:00:00.000000"
2020-09-22;271;P00000338;15;10;184;C;44;86;"2022-11-03 00:00:00.000000"
2020-09-22;233;P00000338;36;7;84.7;P;42;47;"2022-11-03 00:00:00.000000"
2020-09-22;233;P00000338;36;7;84.7;P;42;47;"2022-11-03 00:00:00.000000"
2020-09-22;195;P00000338;57;4;23.2;C;40;79;"2022-11-03 00:00:00.000000"
2020-09-22;195;P00000338;57;4;23.2;C;40;79;"2022-11-03 00:00:00.000000"
2020-09-22;157;P00000338;78;1;22.5;C;38;42;"2022-11-03 00:00:00.000000"
2020-09-22;157;P00000338;78;1;22.5;C;38;42;"2022-11-03 00:00:00.000000"
2020-09-22;119;P00000338;101;13;210.6;P;36;112;"2022-11-03 00:00:00.000000"
2020-09-22;119;P00000338;101;13;210.6;P;36;112;"2022-11-03 00:00:00.000000"
2020-09-22;81;P00000338;22;10;99;C;34;27;"2022-11-03 00:00:00.000000"
2020-09-22;81;P00000338;22;10;99;C;34;27;"2022-11-03 00:00:00.000000"
2020-09-22;43;P00000338;43;7;25.2;C;32;113;"2022-11-03 00:00:00.000000"
2020-09-22;43;P00000338;43;7;25.2;C;32;113;"2022-11-03 00:00:00.000000"
2020-09-22;505;P00000338;64;4;81.2;P;30;13;"2022-11-03 00:00:00.000000"
2020-09-22;505;P00000338;64;4;81.2;P;30;13;"2022-11-03 00:00:00.000000"
2020-09-22;462;P00000338;85;1;14;C;28;36;"2022-11-03 00:00:00.000000"
2020-09-22;462;P00000338;85;1;14;C;28;36;"2022-11-03 00:00:00.000000"
2020-09-22;424;P00000338;8;13;100.1;C;26;31;"2022-11-03 00:00:00.000000"
2020-09-22;424;P00000338;8;13;100.1;C;26;31;"2022-11-03 00:00:00.000000"
2020-09-22;386;P00000338;29;10;14;P;24;56;"2022-11-03 00:00:00.000000"
2020-09-22;386;P00000338;29;10;14;P;24;56;"2022-11-03 00:00:00.000000"
2020-09-22;348;P00000338;50;7;126.7;C;22;17;"2022-11-03 00:00:00.000000"
2020-09-22;348;P00000338;50;7;126.7;C;22;17;"2022-11-03 00:00:00.000000"
2020-09-22;310;P00000338;71;4;47.2;C;20;98;"2022-11-03 00:00:00.000000"
2020-09-22;310;P00000338;71;4;47.2;C;20;98;"2022-11-03 00:00:00.000000"
2020-09-22;272;P00000338;92;1;5.5;P;18;29;"2022-11-03 00:00:00.000000"
2020-09-22;272;P00000338;92;1;5.5;P;18;29;"2022-11-03 00:00:00.000000"
2020-09-22;234;P00000338;15;13;288.6;C;16;16;"2022-11-03 00:00:00.000000"
2020-09-22;234;P00000338;15;13;288.6;C;16;16;"2022-11-03 00:00:00.000000"
2020-09-22;196;P00000338;36;10;159;C;14;66;"2022-11-03 00:00:00.000000"
2020-09-22;196;P00000338;36;10;159;C;14;66;"2022-11-03 00:00:00.000000"
2020-09-22;158;P00000338;57;7;67.2;P;12;76;"2022-11-03 00:00:00.000000"
2020-09-22;158;P00000338;57;7;67.2;P;12;76;"2022-11-03 00:00:00.000000"
2019-02-15;406;P00000435;64;13;80.6;C;37;113;"2022-11-02 00:00:00.000000"
2019-02-16;368;P00000435;85;10;229;C;35;13;"2022-11-02 00:00:00.000000"
2019-02-16;368;P00000435;85;10;229;C;35;13;"2022-11-02 00:00:00.000000"
2019-02-17;330;P00000435;8;7;116.2;P;33;36;"2022-11-02 00:00:00.000000"
2019-02-17;330;P00000435;8;7;116.2;P;33;36;"2022-11-02 00:00:00.000000"
2019-02-18;292;P00000435;29;4;41.2;C;31;31;"2022-11-02 00:00:00.000000"
2019-02-18;292;P00000435;29;4;41.2;C;31;31;"2022-11-02 00:00:00.000000"
2019-02-19;254;P00000435;50;1;4;C;29;56;"2022-11-02 00:00:00.000000"
2019-02-19;254;P00000435;50;1;4;C;29;56;"2022-11-02 00:00:00.000000"
2019-02-20;216;P00000435;71;13;269.1;P;27;17;"2022-11-02 00:00:00.000000"
2019-02-20;216;P00000435;71;13;269.1;P;27;17;"2022-11-02 00:00:00.000000"
2019-02-21;178;P00000435;92;10;144;C;25;98;"2022-11-02 00:00:00.000000"
2019-02-21;178;P00000435;92;10;144;C;25;98;"2022-11-02 00:00:00.000000"
2019-02-22;140;P00000435;15;7;56.7;C;23;29;"2022-11-02 00:00:00.000000"
2019-02-22;140;P00000435;15;7;56.7;C;23;29;"2022-11-02 00:00:00.000000"
2019-02-23;102;P00000435;36;4;7.2;P;21;16;"2022-11-02 00:00:00.000000"
2019-02-23;102;P00000435;36;4;7.2;P;21;16;"2022-11-02 00:00:00.000000"
2019-02-24;64;P00000435;57;1;18.5;C;19;66;"2022-11-02 00:00:00.000000"
2019-02-24;64;P00000435;57;1;18.5;C;19;66;"2022-11-02 00:00:00.000000"
2019-02-25;26;P00000435;78;13;158.6;C;17;76;"2022-11-02 00:00:00.000000"
2019-02-25;26;P00000435;78;13;158.6;C;17;76;"2022-11-02 00:00:00.000000"
2019-02-26;483;P00000435;1;10;59;P;15;74;"2022-11-02 00:00:00.000000"
2019-02-26;483;P00000435;1;10;59;P;15;74;"2022-11-02 00:00:00.000000"
2019-02-27;445;P00000435;22;7;158.2;C;13;48;"2022-11-02 00:00:00.000000"
2019-02-27;445;P00000435;22;7;158.2;C;13;48;"2022-11-02 00:00:00.000000"
2019-02-28;407;P00000434;43;4;65.2;C;11;82;"2022-11-02 00:00:00.000000"
2019-02-28;407;P00000434;43;4;65.2;C;11;82;"2022-11-02 00:00:00.000000"
2019-03-01;369;P00000434;64;1;10;P;9;63;"2022-11-02 00:00:00.000000"
2019-03-01;369;P00000434;64;1;10;P;9;63;"2022-11-02 00:00:00.000000"
2019-03-02;331;P00000434;85;13;48.1;C;7;102;"2022-11-02 00:00:00.000000"
2019-03-02;331;P00000434;85;13;48.1;C;7;102;"2022-11-02 00:00:00.000000"
2019-03-03;293;P00000434;8;10;204;C;5;103;"2022-11-02 00:00:00.000000"
2019-03-03;293;P00000434;8;10;204;C;5;103;"2022-11-02 00:00:00.000000"
2019-03-04;255;P00000434;29;7;98.7;P;3;23;"2022-11-02 00:00:00.000000"
2019-03-04;255;P00000434;29;7;98.7;P;3;23;"2022-11-02 00:00:00.000000"
2019-03-05;217;P00000434;50;4;31.2;C;1;67;"2022-11-02 00:00:00.000000"
2019-03-05;217;P00000434;50;4;31.2;C;1;67;"2022-11-02 00:00:00.000000"
2019-03-06;179;P00000434;71;1;1.5;C;48;45;"2022-11-02 00:00:00.000000"
2019-03-06;179;P00000434;71;1;1.5;C;48;45;"2022-11-02 00:00:00.000000"
2019-03-07;141;P00000434;92;13;236.6;P;46;114;"2022-11-02 00:00:00.000000"
2019-03-07;141;P00000434;92;13;236.6;P;46;114;"2022-11-02 00:00:00.000000"
2019-03-08;103;P00000434;15;10;119;C;44;81;"2022-11-02 00:00:00.000000"
2019-03-08;103;P00000434;15;10;119;C;44;81;"2022-11-02 00:00:00.000000"
2019-03-09;65;P00000434;36;7;39.2;C;42;2;"2022-11-02 00:00:00.000000"
2019-03-09;65;P00000434;36;7;39.2;C;42;2;"2022-11-02 00:00:00.000000"
2019-03-10;27;P00000434;57;4;89.2;P;40;118;"2022-11-02 00:00:00.000000"
2019-03-10;27;P00000434;57;4;89.2;P;40;118;"2022-11-02 00:00:00.000000"
2019-03-11;484;P00000434;78;1;16;C;38;85;"2022-11-02 00:00:00.000000"
2019-03-11;484;P00000434;78;1;16;C;38;85;"2022-11-02 00:00:00.000000"
2019-03-12;446;P00000434;1;13;126.1;C;36;26;"2022-11-02 00:00:00.000000"
2019-03-12;446;P00000434;1;13;126.1;C;36;26;"2022-11-02 00:00:00.000000"
2019-03-13;408;P00000434;22;10;34;P;34;65;"2022-11-02 00:00:00.000000"
2019-03-13;408;P00000434;22;10;34;P;34;65;"2022-11-02 00:00:00.000000"
2019-03-14;370;P00000434;43;7;140.7;C;32;86;"2022-11-02 00:00:00.000000"
2019-03-14;370;P00000434;43;7;140.7;C;32;86;"2022-11-02 00:00:00.000000"
2019-03-15;332;P00000434;64;4;55.2;C;30;47;"2022-11-02 00:00:00.000000"
2019-03-15;332;P00000434;64;4;55.2;C;30;47;"2022-11-02 00:00:00.000000"
